13-Sep-22 13:21:25 INFO run_ipd ............. run IPD 1605557700 .............
13-Sep-22 13:21:25 INFO remove_old_ips_from_range   > remove IPs older than 120 seconds
13-Sep-22 18:01:59 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EH1.231': 0.209, 'F-ED12.17': 0.107, 'F-ED12.24': 0.105, 'F-ED11.256': 0.071, 'VIE-SB5.1530': 0.059, 'AMS-SB6.438': 0.039, 'AMS-SB5.22': 0.039, 'F-EH1.13': 0.036, 'F-ED14.317': 0.035, 'LON-SA1.52': 0.033, 'F-ED12.9': 0.027, 'LON-SB2.13': 0.024, 'HH-EA13.48': 0.024, 'F-EH1.335': 0.022, 'PAR-SC2.10': 0.022, 'VIE-SB5.1507': 0.021, 'F-EH2.526': 0.021, 'F-ED12.267': 0.019, 'F-ED12.250': 0.018, 'F-EH2.381': 0.016, 'B-EH2.10': 0.011, 'AMS-SC1.10': 0.006, 'PAO-SB3.188': 0.006, 'MAD-SA1.240': 0.004, 'PAR-SB3.767': 0.003, 'F-EE7.759': 0.003, 'LON-SB2.11': 0.002, 'LON-SB2.10': 0.002, 'PAO-SB3.10': 0.002, 'LAX-SB3.180': 0.002, 'D-ED5.11': 0.001, 'F-ED12.359': 0.001, 'F-ED12.74': 0.001, 'PAR-SB3.766': 0.001, 'LON-SA1.410': 0.001, 'PAR-SB3.568': 0.001, 'WAS-SA3.274': 0.001, 'LON-SA1.172': 0.001, 'LON-SA1.512': 0.001, 'LON-SA1.500': 0.001, 'AMS-E7.12': 0.001, 'VIE-SB5.1522': 0.0, 'VIE-SB5.993': 0.0, 'VIE-SB5.1516': 0.0, 'PAR-SB3.765': 0.0, 'LON-SB2.12': 0.0, 'LAX-SB3.153': 0.0, 'AMS-SC1.20': 0.0, 'WAS-SA3.331': 0.0, 'PAR-SC2.425': 0.0, 'F-EE5.1569': 0.0, 'LON-SA1.412': 0.0, 'PAR-SB3.11': 0.0, 'LON-SA1.409': 0.0, 'LON-SA1.939': 0.0, 'LON-SA1.494': 0.0, 'VIE-SB5.30': 0.0, 'LON-SA1.414': 0.0, 'WAW-SB4.196': 0.0, 'F-ED14.496': 0.0, 'WAW-SB4.235': 0.0, 'LON-SA1.692': 0.0, 'F-ED11.534': 0.0, 'WAS-SA3.9': 0.0, 'NYC-SB6.9': 0.0, 'PAR-SB3.641': 0.0, 'F-ED11.424': 0.0, 'D-ED5.14': 0.0, 'PAO-SB3.187': 0.0, 'F-ED13.608': 0.0, 'PAR-SB3.9': 0.0, 'F-ED11.12': 0.0}
13-Sep-22 18:01:59 INFO get_prevalent_ingress         prevalent for 4/11/155.128.0.0: None (-1.00)
13-Sep-22 18:01:59 INFO run_ipd         NO -> split subnet
13-Sep-22 18:01:59 INFO split_range           split 155.128.0.0/11 into 155.128.0.0/12 and 155.144.0.0/12
13-Sep-22 18:02:13 INFO run_ipd    current_range: 4/9/155.0.0.0
13-Sep-22 18:02:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/155.0.0.0   s_ipcount=83077 min_samples=185363
13-Sep-22 18:02:13 INFO run_ipd       NO -> join siblings
13-Sep-22 18:02:13 INFO join_siblings         join siblings for range 4/9/155.0.0.0
13-Sep-22 18:02:13 INFO run_ipd    current_range: 4/8/154.0.0.0
13-Sep-22 18:02:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/8/154.0.0.0   s_ipcount=81170 min_samples=262144
13-Sep-22 18:02:13 INFO run_ipd       NO -> join siblings
13-Sep-22 18:02:13 INFO join_siblings         join siblings for range 4/8/154.0.0.0
13-Sep-22 18:02:13 INFO run_ipd    current_range: 4/8/153.0.0.0
13-Sep-22 18:02:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/8/153.0.0.0   s_ipcount=23340 min_samples=262144
13-Sep-22 18:02:13 INFO run_ipd       NO -> join siblings
13-Sep-22 18:02:13 INFO join_siblings         join siblings for range 4/8/153.0.0.0
13-Sep-22 18:02:13 INFO run_ipd    current_range: 4/11/152.224.0.0
13-Sep-22 18:02:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/152.224.0.0   s_ipcount=1635 min_samples=92681
13-Sep-22 18:02:13 INFO run_ipd       NO -> join siblings
13-Sep-22 18:02:13 INFO join_siblings         join siblings for range 4/11/152.224.0.0
13-Sep-22 18:02:13 INFO run_ipd    current_range: 4/12/152.208.0.0
13-Sep-22 18:02:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/152.208.0.0   s_ipcount=1095 min_samples=65536
13-Sep-22 18:02:13 INFO run_ipd       NO -> join siblings
13-Sep-22 18:02:13 INFO join_siblings         join siblings for range 4/12/152.208.0.0
13-Sep-22 18:02:13 INFO run_ipd    current_range: 4/13/152.200.0.0
13-Sep-22 18:02:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/152.200.0.0   s_ipcount=1515 min_samples=46340
13-Sep-22 18:02:13 INFO run_ipd       NO -> join siblings
13-Sep-22 18:02:13 INFO join_siblings         join siblings for range 4/13/152.200.0.0
13-Sep-22 18:02:13 INFO run_ipd    current_range: 4/15/152.198.0.0
13-Sep-22 18:02:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/152.198.0.0   s_ipcount=455470 min_samples=23170
13-Sep-22 18:02:54 INFO get_prevalent_ingress         no prevalent ingress found: {'F-ED12.19': 0.198, 'F-ED11.15': 0.172, 'M-EC4.260': 0.146, 'VIE-SB5.19': 0.118, 'VIE-SB5.20': 0.107, 'AMS-SC1.312': 0.053, 'PAR-SB3.20': 0.042, 'PAR-SB3.18': 0.042, 'F-ED12.18': 0.03, 'F-ED11.16': 0.024, 'LON-SA1.408': 0.022, 'VIE-SB5.27': 0.014, 'VIE-SB5.34': 0.013, 'WAW-SB4.155': 0.006, 'WAS-SA3.364': 0.004, 'WAS-SA3.361': 0.003, 'STO-SB3.9': 0.002, 'VIE-SB5.30': 0.001, 'VIE-SB5.1507': 0.001, 'F-ED12.267': 0.0, 'F-ED12.250': 0.0, 'F-ED14.317': 0.0, 'LON-SB2.13': 0.0, 'PAR-SB3.479': 0.0, 'LON-SA1.683': 0.0, 'LON-SA1.249': 0.0, 'WAS-SA2.308': 0.0, 'LON-SA1.410': 0.0, 'LAX-SB3.186': 0.0, 'PAO-SB3.10': 0.0, 'PAO-SB3.188': 0.0, 'WAS-SA3.12': 0.0, 'F-EH1.13': 0.0}
13-Sep-22 18:02:54 INFO get_prevalent_ingress         prevalent for 4/15/152.198.0.0: None (-1.00)
13-Sep-22 18:02:54 INFO run_ipd         NO -> split subnet
13-Sep-22 18:02:54 INFO split_range           split 152.198.0.0/15 into 152.198.0.0/16 and 152.199.0.0/16
13-Sep-22 18:03:10 INFO run_ipd    current_range: 4/15/152.196.0.0
13-Sep-22 18:03:10 WARNING get_sample_count  key 4/15/152.196.0.0 does not exist
13-Sep-22 18:03:10 INFO run_ipd skip this range since there is nothing to do here
13-Sep-22 18:03:10 INFO run_ipd    current_range: 4/15/152.194.0.0
13-Sep-22 18:03:10 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/152.194.0.0   s_ipcount=361861 min_samples=23170
13-Sep-22 18:03:50 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SB5.19': 0.191, 'VIE-SB5.20': 0.164, 'F-ED12.19': 0.145, 'F-ED11.15': 0.137, 'AMS-SC1.312': 0.092, 'LON-SA1.408': 0.062, 'M-EC4.260': 0.056, 'VIE-SB5.34': 0.026, 'WAW-SB4.155': 0.024, 'VIE-SB5.27': 0.023, 'WAS-SA3.361': 0.014, 'WAS-SA3.364': 0.014, 'STO-SB3.9': 0.013, 'PAR-SB3.18': 0.012, 'PAR-SB3.20': 0.012, 'F-ED12.18': 0.007, 'F-ED11.16': 0.007, 'VIE-SB5.1507': 0.001, 'LON-SB2.13': 0.001, 'F-EB2.83': 0.001, 'VIE-SB5.30': 0.0, 'F-ED12.267': 0.0, 'PAR-SB3.17': 0.0, 'LON-SA1.249': 0.0, 'WAS-SA3.274': 0.0, 'LON-SA1.52': 0.0, 'WAW-SB4.152': 0.0, 'WAS-SA2.308': 0.0, 'PAR-SB3.479': 0.0, 'PAO-SB3.10': 0.0, 'AMS-E7.12': 0.0, 'F-ED11.256': 0.0, 'WAS-SA3.12': 0.0, 'LON-SA1.410': 0.0, 'LON-SA1.692': 0.0, 'WAS-SA3.9': 0.0, 'PAO-SB3.188': 0.0}
13-Sep-22 18:03:50 INFO get_prevalent_ingress         prevalent for 4/15/152.194.0.0: None (-1.00)
13-Sep-22 18:03:50 INFO run_ipd         NO -> split subnet
13-Sep-22 18:03:50 INFO split_range           split 152.194.0.0/15 into 152.194.0.0/16 and 152.195.0.0/16
13-Sep-22 18:04:07 INFO run_ipd    current_range: 4/15/152.192.0.0
13-Sep-22 18:04:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/152.192.0.0   s_ipcount=388 min_samples=23170
13-Sep-22 18:04:07 INFO run_ipd       NO -> join siblings
13-Sep-22 18:04:07 INFO join_siblings         join siblings for range 4/15/152.192.0.0
13-Sep-22 18:04:07 INFO run_ipd    current_range: 4/10/152.128.0.0
13-Sep-22 18:04:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/152.128.0.0   s_ipcount=19655 min_samples=131072
13-Sep-22 18:04:07 INFO run_ipd       NO -> join siblings
13-Sep-22 18:04:07 INFO join_siblings         join siblings for range 4/10/152.128.0.0
13-Sep-22 18:04:07 INFO run_ipd    current_range: 4/9/152.0.0.0
13-Sep-22 18:04:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/152.0.0.0   s_ipcount=40265 min_samples=185363
13-Sep-22 18:04:07 INFO run_ipd       NO -> join siblings
13-Sep-22 18:04:07 INFO join_siblings         join siblings for range 4/9/152.0.0.0
13-Sep-22 18:04:07 INFO run_ipd    current_range: 4/9/151.128.0.0
13-Sep-22 18:04:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/151.128.0.0   s_ipcount=122436 min_samples=185363
13-Sep-22 18:04:07 INFO run_ipd       NO -> join siblings
13-Sep-22 18:04:07 INFO join_siblings         join siblings for range 4/9/151.128.0.0
13-Sep-22 18:04:07 INFO run_ipd    current_range: 4/12/151.112.0.0
13-Sep-22 18:04:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/151.112.0.0   s_ipcount=1742 min_samples=65536
13-Sep-22 18:04:07 INFO run_ipd       NO -> join siblings
13-Sep-22 18:04:07 INFO join_siblings         join siblings for range 4/12/151.112.0.0
13-Sep-22 18:04:07 INFO run_ipd    current_range: 4/14/151.108.0.0
13-Sep-22 18:04:07 WARNING get_sample_count  key 4/14/151.108.0.0 does not exist
13-Sep-22 18:04:07 INFO run_ipd skip this range since there is nothing to do here
13-Sep-22 18:04:07 INFO run_ipd    current_range: 4/15/151.106.0.0
13-Sep-22 18:04:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/151.106.0.0   s_ipcount=169814 min_samples=23170
13-Sep-22 18:04:48 INFO get_prevalent_ingress         no prevalent ingress found: {'PAR-SC2.9': 0.592, 'F-EE1.17': 0.308, 'K-EA7.923': 0.099, 'ULM-EB5.54': 0.0, 'F-EE1.266': 0.0, 'F-EH2.20': 0.0, 'PAO-SB3.10': 0.0, 'F-ED11.534': 0.0, 'PAR-SB3.17': 0.0}
13-Sep-22 18:04:48 INFO get_prevalent_ingress         prevalent for 4/15/151.106.0.0: None (-1.00)
13-Sep-22 18:04:48 INFO run_ipd         NO -> split subnet
13-Sep-22 18:04:48 INFO split_range           split 151.106.0.0/15 into 151.106.0.0/16 and 151.107.0.0/16
13-Sep-22 18:05:04 INFO run_ipd    current_range: 4/15/151.104.0.0
13-Sep-22 18:05:04 WARNING get_sample_count  key 4/15/151.104.0.0 does not exist
13-Sep-22 18:05:04 INFO run_ipd skip this range since there is nothing to do here
13-Sep-22 18:05:04 INFO run_ipd    current_range: 4/15/151.102.0.0
13-Sep-22 18:05:04 WARNING get_sample_count  key 4/15/151.102.0.0 does not exist
13-Sep-22 18:05:04 INFO run_ipd skip this range since there is nothing to do here
13-Sep-22 18:05:04 INFO run_ipd    current_range: 4/15/151.100.0.0
13-Sep-22 18:05:04 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/151.100.0.0   s_ipcount=1326932 min_samples=23170
13-Sep-22 18:05:36 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EH2.295': 0.123, 'F-EH2.299': 0.12, 'F-EH2.514': 0.119, 'F-EH1.344': 0.112, 'F-ED11.720': 0.094, 'F-ED12.425': 0.094, 'F-ED12.415': 0.092, 'F-ED11.686': 0.09, 'AMS-SB5.23': 0.046, 'VIE-SB5.12': 0.03, 'LON-SA1.586': 0.011, 'LON-SA1.410': 0.011, 'AMS-SC1.10': 0.009, 'AMS-SB5.22': 0.008, 'AMS-SB6.438': 0.008, 'PAR-SB3.767': 0.006, 'MIL-SA1.9': 0.004, 'PAO-SB3.10': 0.004, 'F-ED14.398': 0.002, 'NYC-SB6.9': 0.002, 'VIE-SB5.30': 0.002, 'VIE-SB5.1507': 0.001, 'VIE-SB5.1530': 0.001, 'F-ED12.359': 0.001, 'F-ED12.74': 0.001, 'F-ED12.9': 0.001, 'F-EH1.335': 0.001, 'F-EH2.526': 0.001, 'F-EH1.13': 0.001, 'HH-EA13.48': 0.001, 'PAR-SB3.17': 0.001, 'LON-SB2.11': 0.001, 'LON-SB2.10': 0.001, 'WAS-SA3.12': 0.001, 'LON-SB2.13': 0.0, 'B-EH2.10': 0.0, 'D-ED5.11': 0.0, 'ULM-EB5.54': 0.0, 'VIE-SB5.1516': 0.0, 'TR-SB2.929': 0.0, 'WAS-SA3.9': 0.0, 'WAS-SA2.343': 0.0, 'WAS-SA3.331': 0.0, 'GI-SA2.826': 0.0, 'PAR-SB3.766': 0.0, 'PAO-SB3.188': 0.0, 'F-ED11.534': 0.0, 'LAX-SB3.184': 0.0, 'NYC-SB5.10': 0.0, 'PAR-SB3.765': 0.0, 'PAR-SB3.568': 0.0, 'LAX-SB3.153': 0.0, 'WAS-SA3.330': 0.0, 'LAX-SB3.202': 0.0, 'LAX-SB3.197': 0.0, 'NYC-SB6.283': 0.0, 'PAR-SC2.10': 0.0, 'WAS-SA3.274': 0.0, 'AMS-E7.12': 0.0, 'F-ED11.256': 0.0, 'WAS-SA2.315': 0.0, 'LON-SA1.412': 0.0}
13-Sep-22 18:05:36 INFO get_prevalent_ingress         prevalent for 4/15/151.100.0.0: None (-1.00)
13-Sep-22 18:05:36 INFO run_ipd         NO -> split subnet
13-Sep-22 18:05:36 INFO split_range           split 151.100.0.0/15 into 151.100.0.0/16 and 151.101.0.0/16
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/14/151.96.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/151.96.0.0   s_ipcount=246 min_samples=32768
13-Sep-22 18:05:50 INFO run_ipd       NO -> join siblings
13-Sep-22 18:05:50 INFO join_siblings         join siblings for range 4/14/151.96.0.0
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/11/151.64.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/151.64.0.0   s_ipcount=36911 min_samples=92681
13-Sep-22 18:05:50 INFO run_ipd       NO -> join siblings
13-Sep-22 18:05:50 INFO join_siblings         join siblings for range 4/11/151.64.0.0
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/10/151.0.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/151.0.0.0   s_ipcount=25086 min_samples=131072
13-Sep-22 18:05:50 INFO run_ipd       NO -> join siblings
13-Sep-22 18:05:50 INFO join_siblings         join siblings for range 4/10/151.0.0.0
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/8/150.0.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/8/150.0.0.0   s_ipcount=105571 min_samples=262144
13-Sep-22 18:05:50 INFO run_ipd       NO -> join siblings
13-Sep-22 18:05:50 INFO join_siblings         join siblings for range 4/8/150.0.0.0
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/11/149.224.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/149.224.0.0   s_ipcount=39379 min_samples=92681
13-Sep-22 18:05:50 INFO run_ipd       NO -> join siblings
13-Sep-22 18:05:50 INFO join_siblings         join siblings for range 4/11/149.224.0.0
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/12/149.208.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/149.208.0.0   s_ipcount=32798 min_samples=65536
13-Sep-22 18:05:50 INFO run_ipd       NO -> join siblings
13-Sep-22 18:05:50 INFO join_siblings         join siblings for range 4/12/149.208.0.0
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/14/149.204.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/149.204.0.0   s_ipcount=121 min_samples=32768
13-Sep-22 18:05:50 INFO run_ipd       NO -> join siblings
13-Sep-22 18:05:50 INFO join_siblings         join siblings for range 4/14/149.204.0.0
13-Sep-22 18:05:50 INFO run_ipd    current_range: 4/15/149.202.0.0
13-Sep-22 18:05:50 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/149.202.0.0   s_ipcount=67205 min_samples=23170
13-Sep-22 18:06:31 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EE1.266': 0.837, 'F-EH2.20': 0.158, 'F-ED14.58': 0.004, 'F-ED11.14': 0.001, 'VIE-SB5.1507': 0.0, 'F-ED12.9': 0.0}
13-Sep-22 18:06:31 INFO get_prevalent_ingress         prevalent for 4/15/149.202.0.0: None (-1.00)
13-Sep-22 18:06:31 INFO run_ipd         NO -> split subnet
13-Sep-22 18:06:31 INFO split_range           split 149.202.0.0/15 into 149.202.0.0/16 and 149.203.0.0/16
13-Sep-22 18:06:47 INFO run_ipd    current_range: 4/15/149.200.0.0
13-Sep-22 18:06:47 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/149.200.0.0   s_ipcount=148301 min_samples=23170
13-Sep-22 18:07:27 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SB5.17': 0.517, 'VIE-SA5.10': 0.469, 'F-ED14.317': 0.005, 'F-ED14.58': 0.003, 'F-ED12.250': 0.003, 'F-ED12.267': 0.003, 'LON-SA1.52': 0.001, 'F-ED12.9': 0.0}
13-Sep-22 18:07:27 INFO get_prevalent_ingress         prevalent for 4/15/149.200.0.0: None (-1.00)
13-Sep-22 18:07:27 INFO run_ipd         NO -> split subnet
13-Sep-22 18:07:27 INFO split_range           split 149.200.0.0/15 into 149.200.0.0/16 and 149.201.0.0/16
13-Sep-22 18:07:44 INFO run_ipd    current_range: 4/13/149.192.0.0
13-Sep-22 18:07:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/149.192.0.0   s_ipcount=193 min_samples=46340
13-Sep-22 18:07:44 INFO run_ipd       NO -> join siblings
13-Sep-22 18:07:44 INFO join_siblings         join siblings for range 4/13/149.192.0.0
13-Sep-22 18:07:44 INFO run_ipd    current_range: 4/11/149.160.0.0
13-Sep-22 18:07:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/149.160.0.0   s_ipcount=1635 min_samples=92681
13-Sep-22 18:07:44 INFO run_ipd       NO -> join siblings
13-Sep-22 18:07:44 INFO join_siblings         join siblings for range 4/11/149.160.0.0
13-Sep-22 18:07:44 INFO run_ipd    current_range: 4/14/149.156.0.0
13-Sep-22 18:07:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/149.156.0.0   s_ipcount=9 min_samples=32768
13-Sep-22 18:07:44 INFO run_ipd       NO -> join siblings
13-Sep-22 18:07:44 INFO join_siblings         join siblings for range 4/14/149.156.0.0
13-Sep-22 18:07:44 INFO run_ipd    current_range: 4/15/149.154.0.0
13-Sep-22 18:07:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/149.154.0.0   s_ipcount=454021 min_samples=23170
13-Sep-22 18:08:24 INFO get_prevalent_ingress         no prevalent ingress found: {'AMS-SB5.12': 0.921, 'VIE-SB5.1530': 0.021, 'LON-SA1.939': 0.017, 'AMS-SB6.438': 0.011, 'AMS-SB5.22': 0.01, 'AMS-E7.12': 0.006, 'WAS-SA2.302': 0.003, 'PAR-SB3.9': 0.003, 'F-ED11.256': 0.003, 'HH-EA13.48': 0.002, 'VIE-SB5.10': 0.001, 'VIE-SB5.1507': 0.0, 'LON-SB2.11': 0.0, 'VIE-SB5.26': 0.0, 'LON-SB2.10': 0.0, 'VIE-SB5.1516': 0.0, 'VIE-SA5.517': 0.0, 'WAS-SA3.9': 0.0, 'VIE-SB5.993': 0.0, 'WAS-SA2.26': 0.0, 'MIL-SA1.9': 0.0, 'F-EH1.335': 0.0, 'D-ED6.261': 0.0, 'F-EH2.526': 0.0, 'F-EH2.321': 0.0, 'LON-SB2.13': 0.0, 'PAR-SB3.641': 0.0, 'BS-SB2.858': 0.0}
13-Sep-22 18:08:24 INFO get_prevalent_ingress         prevalent for 4/15/149.154.0.0: None (-1.00)
13-Sep-22 18:08:24 INFO run_ipd         NO -> split subnet
13-Sep-22 18:08:24 INFO split_range           split 149.154.0.0/15 into 149.154.0.0/16 and 149.155.0.0/16
13-Sep-22 18:08:41 INFO run_ipd    current_range: 4/15/149.152.0.0
13-Sep-22 18:08:41 WARNING get_sample_count  key 4/15/149.152.0.0 does not exist
13-Sep-22 18:08:41 INFO run_ipd skip this range since there is nothing to do here
13-Sep-22 18:08:41 INFO run_ipd    current_range: 4/13/149.144.0.0
13-Sep-22 18:08:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/149.144.0.0   s_ipcount=51 min_samples=46340
13-Sep-22 18:08:41 INFO run_ipd       NO -> join siblings
13-Sep-22 18:08:41 INFO join_siblings         join siblings for range 4/13/149.144.0.0
13-Sep-22 18:08:41 INFO run_ipd    current_range: 4/12/149.128.0.0
13-Sep-22 18:08:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/149.128.0.0   s_ipcount=31285 min_samples=65536
13-Sep-22 18:08:41 INFO run_ipd       NO -> join siblings
13-Sep-22 18:08:41 INFO join_siblings         join siblings for range 4/12/149.128.0.0
13-Sep-22 18:08:41 INFO run_ipd    current_range: 4/9/149.0.0.0
13-Sep-22 18:08:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/9/149.0.0.0   s_ipcount=64048 min_samples=185363
13-Sep-22 18:08:41 INFO run_ipd       NO -> join siblings
13-Sep-22 18:08:41 INFO join_siblings         join siblings for range 4/9/149.0.0.0
13-Sep-22 18:08:41 INFO run_ipd    current_range: 4/13/148.248.0.0
13-Sep-22 18:08:41 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/148.248.0.0   s_ipcount=165620 min_samples=46340
13-Sep-22 18:09:06 INFO get_prevalent_ingress         no prevalent ingress found: {'N-EB9.742': 0.456, 'N-EA9.721': 0.451, 'F-ED11.14': 0.044, 'LON-SA1.939': 0.029, 'PAR-SB3.11': 0.006, 'F-EH1.13': 0.005, 'F-ED12.9': 0.002, 'F-ED14.564': 0.002, 'VIE-SB5.1507': 0.001, 'F-ED12.74': 0.001, 'F-ED13.608': 0.001, 'F-ED12.359': 0.0, 'ULM-EB5.54': 0.0, 'PAR-SB3.17': 0.0, 'LON-SA1.410': 0.0, 'VIE-SB5.16': 0.0, 'WAS-SA2.302': 0.0, 'LON-SA1.412': 0.0, 'LON-SB2.13': 0.0, 'VIE-SB5.1530': 0.0, 'MAD-SA1.240': 0.0, 'PAR-SB3.476': 0.0, 'AMS-SB5.693': 0.0, 'AMS-SB5.22': 0.0, 'PAR-SB3.9': 0.0, 'PAR-SB3.767': 0.0, 'LON-SB2.12': 0.0, 'LON-SB2.10': 0.0, 'LON-SB2.11': 0.0, 'F-EH1.335': 0.0}
13-Sep-22 18:09:06 INFO get_prevalent_ingress         prevalent for 4/13/148.248.0.0: None (-1.00)
13-Sep-22 18:09:06 INFO run_ipd         NO -> split subnet
13-Sep-22 18:09:06 INFO split_range           split 148.248.0.0/13 into 148.248.0.0/14 and 148.252.0.0/14
13-Sep-22 18:09:17 INFO run_ipd    current_range: 4/13/148.240.0.0
13-Sep-22 18:09:17 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/148.240.0.0   s_ipcount=231 min_samples=46340
13-Sep-22 18:09:17 INFO run_ipd       NO -> join siblings
13-Sep-22 18:09:17 INFO join_siblings         join siblings for range 4/13/148.240.0.0
13-Sep-22 18:09:17 INFO run_ipd    current_range: 4/12/148.224.0.0
13-Sep-22 18:09:17 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/148.224.0.0   s_ipcount=90 min_samples=65536
13-Sep-22 18:09:17 INFO run_ipd       NO -> join siblings
13-Sep-22 18:09:17 INFO join_siblings         join siblings for range 4/12/148.224.0.0
13-Sep-22 18:09:17 INFO run_ipd    current_range: 4/11/148.192.0.0
13-Sep-22 18:09:17 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/148.192.0.0   s_ipcount=243 min_samples=92681
13-Sep-22 18:09:17 INFO run_ipd       NO -> join siblings
13-Sep-22 18:09:17 INFO join_siblings         join siblings for range 4/11/148.192.0.0
13-Sep-22 18:09:17 INFO run_ipd    current_range: 4/10/148.128.0.0
13-Sep-22 18:09:17 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/148.128.0.0   s_ipcount=99246 min_samples=131072
13-Sep-22 18:09:17 INFO run_ipd       NO -> join siblings
13-Sep-22 18:09:17 INFO join_siblings         join siblings for range 4/10/148.128.0.0
13-Sep-22 18:09:17 INFO run_ipd    current_range: 4/11/148.96.0.0
13-Sep-22 18:09:17 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/148.96.0.0   s_ipcount=1034 min_samples=92681
13-Sep-22 18:09:17 INFO run_ipd       NO -> join siblings
